BARANG,NAMA_BARANG_RAPIH,KATEGORI,MEREK,SPESIFIKASI,PART_NO,COA
SW PUMP(WITHOUT MOTOR) TYPE CIHG 125-160A,PUMP SW PUMP WITHOUT MOTOR TYPE CIHG 125 160A,PUMP,,,,PERLENGKAPAN KAPAL - MESIN
"SW4 3-WAY SOLENOID VALVE,MITSUBISHI SJ-15FH",VALVE 3 WAY SOLENOID VALVE SJ 15FH MITSUBISHI (P/N: SW4),VALVE,MITSUBISHI,,SW4,PERLENGKAPAN KAPAL - MESIN
"SWASH PLATE, REXROTH A4VG125",LAIN-LAIN SWASH PLATE A4VG125 REXROTH,LAIN-LAIN,REXROTH,,,PERLENGKAPAN KAPAL - MESIN
SWIEVEL UK. 44 MM,LAIN-LAIN SWIEVEL UK 44 MM 44 MM,LAIN-LAIN,,44 MM,,PERLENGKAPAN KAPAL - MESIN
SWING ARM P/N:132654-14300 ME YANMAR 8N330-EW,LAIN-LAIN SWING ARM P N ME 8N330 EW 14300 M YANMAR (P/N: 132654-14300),LAIN-LAIN,YANMAR,14300 M,132654-14300,PERLENGKAPAN KAPAL - MESIN
SWING ARM SHAFT P/N 132654-14271 ME YANMAR 8N330EW,PUMP SWING ARM SHAFT P N ME 8N330EW 14271 M YANMAR (P/N: 132654-14271),PUMP,YANMAR,14271 M,132654-14271,PERLENGKAPAN KAPAL - MESIN
"SWING CHECK VALVE 5K 3""","VALVE SWING CHECK VALVE 5K 3 3"", 5K",VALVE,,"3"", 5K",,PERLENGKAPAN KAPAL - MESIN
SWITCH BUTTON 0-6 LEVEL,ELECTRICAL SWITCH BUTTON 0 6 LEVEL,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
SWITCH CHANGE OVER BATTERY CHARGER,ELECTRICAL SWITCH CHANGE OVER BATTERY CHARGER,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
SWITCH CHANGE TG,ELECTRICAL SWITCH CHANGE TG,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
SWITCH DYNAMO STARTER SS 1569. 24V,ELECTRICAL SWITCH DYNAMO STARTER SS 1569 24V,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
SWITCH FOR EMERGENCY DC BATTERY P/N:HZ910-100 P4 11,ELECTRICAL SWITCH FOR EMERGENCY DC BATTERY P N P4 11 (P/N: HZ910-100),ELECTRICAL,,,HZ910-100,PERLENGKAPAN KAPAL - MESIN
SWITCH HORN,ELECTRICAL SWITCH HORN,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
SWITCH HUB 8 PORT,ELECTRICAL SWITCH HUB 8 PORT,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
SWITCH MAGNETIC PICK UP RPM P/N KTA 855,ELECTRICAL SWITCH MAGNETIC PICK UP RPM P N 855 (P/N: KTA),ELECTRICAL,,,KTA,PERLENGKAPAN KAPAL - MESIN
SWITCH OLI VDO G/WK,ELECTRICAL SWITCH OLI VDO G WK,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
SWITCH ON - OFF,ELECTRICAL SWITCH ON OFF,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
SWITCH ON - OFF SCHNEIDER ZBE-101,ELECTRICAL SWITCH ON OFF ZBE 101 SCHNEIDER,ELECTRICAL,SCHNEIDER,,,PERLENGKAPAN KAPAL - MESIN
SWITCH ON OFF ON UK 22MM,ELECTRICAL SWITCH ON OFF ON UK 22MM 22MM,ELECTRICAL,,22MM,,PERLENGKAPAN KAPAL - MESIN
SWITCH ON OFF ON UK 25MM,ELECTRICAL SWITCH ON OFF ON UK 25MM 25MM,ELECTRICAL,,25MM,,PERLENGKAPAN KAPAL - DECK
SWITCH ON OFF UK 25MM,ELECTRICAL SWITCH ON OFF UK 25MM 25MM,ELECTRICAL,,25MM,,PERLENGKAPAN KAPAL - MESIN
SWITCH ON-OFF WITH LAMP,ELECTRICAL SWITCH ON OFF WITH LAMP,ELECTRICAL,,,,PERLENGKAPAN KAPAL - DECK
SWITCH STARTER 24 V,ELECTRICAL SWITCH STARTER 24 V,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
SWITCH STARTER 24 V(KUNCI KONTAK),ELECTRICAL SWITCH STARTER 24 V KUNCI KONTAK,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
SWITCH STARTER 38MT 24V,ELECTRICAL SWITCH STARTER 38MT 24V 38M,ELECTRICAL,,38M,,PERLENGKAPAN KAPAL - DECK
SWITCH TOGEL ON OFF 15A-250 VAC,ELECTRICAL SWITCH TOGEL ON OFF 15A 250 VAC,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
SWITCH TOGLE ON-OFF-ON,ELECTRICAL SWITCH TOGLE ON OFF ON,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
"SWITCH, MAGNETIC P/N:3050692 CUMMINS K-19-DM(TIER II)",ELECTRICAL SWITCH MAGNETIC P N K 19 DM TIER II CUMMINS (P/N: 3050692),ELECTRICAL,CUMMINS,,3050692,PERLENGKAPAN KAPAL - MESIN
SWIVEL 50MM (SET),LAIN-LAIN SWIVEL 50MM SET 50MM,LAIN-LAIN,,50MM,,PERLENGKAPAN KAPAL - MESIN
SWIVEL DIA 56 MM U3,LAIN-LAIN SWIVEL DIA 56 MM U3 56 MM,LAIN-LAIN,,56 MM,,PERLENGKAPAN KAPAL - MESIN
SWIVEL DIA. 60 MM,LAIN-LAIN SWIVEL DIA 60 MM 60 MM,LAIN-LAIN,,60 MM,,PERLENGKAPAN KAPAL - DECK
SWIVEL PIECE 44 MM,LAIN-LAIN SWIVEL PIECE 44 MM 44 MM,LAIN-LAIN,,44 MM,,PERLENGKAPAN KAPAL - MESIN
SWIVEL PIECE DIA 52MM,LAIN-LAIN SWIVEL PIECE DIA 52MM 52MM,LAIN-LAIN,,52MM,,PERLENGKAPAN KAPAL - DECK
SWIVEL PIECE DIA 54 MM,LAIN-LAIN SWIVEL PIECE DIA 54 MM 54 MM,LAIN-LAIN,,54 MM,,PERLENGKAPAN KAPAL - MESIN
SWIVEL PIECE UK. 50MM,LAIN-LAIN SWIVEL PIECE UK 50MM 50MM,LAIN-LAIN,,50MM,,PERLENGKAPAN KAPAL - DECK
SWIVEL PIECES 44 MM,LAIN-LAIN SWIVEL PIECES 44 MM 44 MM,LAIN-LAIN,,44 MM,,PERLENGKAPAN KAPAL - MESIN
SWIVEL PIECES 46 MM,LAIN-LAIN SWIVEL PIECES 46 MM 46 MM,LAIN-LAIN,,46 MM,,PERLENGKAPAN KAPAL - MESIN
SWIVEL PIECES 48 MM,LAIN-LAIN SWIVEL PIECES 48 MM 48 MM,LAIN-LAIN,,48 MM,,PERLENGKAPAN KAPAL - MESIN
"SX440 AVR,CUMMINS NTA 855-D(M)",LAIN-LAIN AVR NTA 855 D M CUMMINS (P/N: SX440),LAIN-LAIN,CUMMINS,,SX440,PERLENGKAPAN KAPAL - MESIN
T P/N:0004-5254-740 PURIFIER WESTFALIA OSA A7 02 066,FILTER T P N PURIFIER OSA A7 02 066 WESTFALIA (P/N: 0004-5254-740),FILTER,WESTFALIA,,0004-5254-740,PERLENGKAPAN KAPAL - MESIN
"T000A5001A0 THERMOMETER,YANMAR 6M220L-UN",LAIN-LAIN THERMOMETER 6M220L UN 6M YANMAR (P/N: T000A5001A0),LAIN-LAIN,YANMAR,6M,T000A5001A0,PERLENGKAPAN KAPAL - MESIN
T400 DISPLAY SPEED MEASUREMENT JAQUET T400,TOOL DISPLAY SPEED MEASUREMENT JAQUET (P/N: T400),TOOL,,,T400,PERLENGKAPAN KAPAL - MESIN
"T6E-052-1R OIL PUMP CARTRIDGE,HAGGLUND DENISON",FILTER OIL PUMP CARTRIDGE HAGGLUND DENISON (P/N: T6E-052-1R),FILTER,DENISON,,T6E-052-1R,PERLENGKAPAN KAPAL - MESIN
"T6EC-052-025-1L HYDRAULIC PUMP CARTRIDGE, HAGGLUNDS DENISON",FILTER HYDRAULIC PUMP CARTRIDGE HAGGLUNDS DENISON (P/N: T6EC-052-025-1L),FILTER,DENISON,,T6EC-052-025-1L,PERLENGKAPAN KAPAL - MESIN
"T6EC-052-025-1L OIL PUMP CARTRIDGE,HAGGLUND DENISON",FILTER OIL PUMP CARTRIDGE HAGGLUND DENISON (P/N: T6EC-052-025-1L),FILTER,DENISON,,T6EC-052-025-1L,PERLENGKAPAN KAPAL - MESIN
"T9T-20 RESILIENT GEAR ASSEMBLY, ZIBO Z-6170",SEAL RESILIENT R ASSEMBLY ZIBO Z 6170 GEA (P/N: T9T-20),SEAL,GEA,,T9T-20,PERLENGKAPAN KAPAL - MESIN
"T9T-20 T9T-20A T9T-20B RESILIENT GEAR ASSEMBLY, ZIBO Z-6170",SEAL A B RESILIENT R ASSEMBLY ZIBO Z 6170 GEA (P/N: T9T-20),SEAL,GEA,,T9T-20,PERLENGKAPAN KAPAL - MESIN
TAB BALIK,LAIN-LAIN TAB BALIK,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - MESIN
TABLET KLORIN,LAIN-LAIN TABLET KLORIN,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - MESIN
TABUNG + ISI LPG PERTAMINA 12 KG (BARU),LAIN-LAIN TABUNG ISI LPG PERTAM 12 KG BARU 12 KG INA,LAIN-LAIN,INA,12 KG,,PERLENGKAPAN KAPAL - DECK
TABUNG + ISI LPG PERTAMINA 50 KG (BARU),LAIN-LAIN TABUNG ISI LPG PERTAM 50 KG BARU 50 KG INA,LAIN-LAIN,INA,50 KG,,PERLENGKAPAN KAPAL - DECK
TABUNG + ISI NITROGEN DEWAR CYILINDER 35 LITER (BARU),LAIN-LAIN TABUNG ISI NITROGEN DEWAR CYILINDER 35 LITER BARU,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TABUNG + ISI OKSIGEN (6M3) (BARU),LAIN-LAIN TABUNG ISI OKSIGEN 6M3 BARU 6M,LAIN-LAIN,,6M,,PERLENGKAPAN KAPAL - DECK
TABUNG + ISI OKSIGEN (7M3) (BARU),LAIN-LAIN TABUNG ISI OKSIGEN 7M3 BARU 7M,LAIN-LAIN,,7M,,PERLENGKAPAN KAPAL - DECK
TABUNG + ISI PEMADAM (CO2 CAP 5 KG),LAIN-LAIN TABUNG ISI PEMADAM CO2 CAP 5 KG 5 KG,LAIN-LAIN,,5 KG,,PERLENGKAPAN KAPAL - DECK
TABUNG + ISI PEMADAM (FOAM CAP.  9LTR) (REP),LAIN-LAIN TABUNG ISI PEMADAM FOAM CAP 9LTR REP 9LTR,LAIN-LAIN,,9LTR,,PERLENGKAPAN KAPAL - DECK
"TABUNG + ISI PEMADAM DRY POWDER 3,5 KG (REP)","LAIN-LAIN TABUNG ISI PEMADAM DRY POWDER 3 5 KG REP 3,5 KG",LAIN-LAIN,,"3,5 KG",,PERLENGKAPAN KAPAL - DECK
TABUNG + ISI PEMADAM DRY POWDER 6 KG (REP),LAIN-LAIN TABUNG ISI PEMADAM DRY POWDER 6 KG REP 6 KG,LAIN-LAIN,,6 KG,,PERLENGKAPAN KAPAL - DECK
TABUNG + ISI PEMADAM FOAM CAP. 50 KG,LAIN-LAIN TABUNG ISI PEMADAM FOAM CAP 50 KG 50 KG,LAIN-LAIN,,50 KG,,PERLENGKAPAN KAPAL - DECK
TABUNG CO2 CAPASITAS 5 KG (REP),LAIN-LAIN TABUNG CO2 CAPASITAS 5 KG REP 5 KG,LAIN-LAIN,,5 KG,,PERLENGKAPAN KAPAL - DECK
TABUNG COMPRESSOR (REP),LAIN-LAIN TABUNG COMPRESSOR REP,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - MESIN
TABUNG MGPS (REP),LAIN-LAIN TABUNG MGPS REP,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TABUNG NITROGEN + ISI BARU,LAIN-LAIN TABUNG NITROGEN ISI BARU,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TABUNG OLI SEPARATOR AW 55824 ( TANK OIL ),FILTER TABUNG OLI SEPARATOR AW 55824 TANK OIL,FILTER,,,,PERLENGKAPAN KAPAL - MESIN
TABUNG OTOMATIS POMPA AIR,PUMP TABUNG OTOMATIS POMPA AIR,PUMP,,,,PERLENGKAPAN KAPAL - DECK
TABUNG PEMADAM (REP),LAIN-LAIN TABUNG PEMADAM REP,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TABUNG PEMADAM AFFF 50 LTR + ISI,LAIN-LAIN TABUNG PEMADAM AFFF 50 LTR ISI 50 LTR,LAIN-LAIN,,50 LTR,,PERLENGKAPAN KAPAL - DECK
"TABUNG POMPA 1""","PUMP TABUNG POMPA 1 1""",PUMP,,"1""",,PERLENGKAPAN KAPAL - MESIN
TABUNG POMPA AIR PLASTIK,PUMP TABUNG POMPA AIR PLASTIK,PUMP,,,,PERLENGKAPAN KAPAL - MESIN
TACHOMETER,LAIN-LAIN TACHOMETER,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - MESIN
TACHOMETER / STERN SHAFT INDICATOR RPM PROPELLER 45C3-V,PUMP TACHOMETER STERN SHAFT INDIOR RPM PROPELLER 45C3 V CAT,PUMP,CAT,,,PERLENGKAPAN KAPAL - MESIN
TACHOMETER P/N:28650-171500 YANMAR M200AL-SN,LAIN-LAIN TACHOMETER P N M200AL SN YANMAR (P/N: 28650-171500),LAIN-LAIN,YANMAR,,28650-171500,PERLENGKAPAN KAPAL - MESIN
TACHOMETER/INDICATOR RPM PROPELLER GUANGZHOU DIESEL 8320 ZCD-6,CHEMICAL TACHOMETER INDIOR RPM PROPELLER GUANGZHOU DIESEL 8320 ZCD 6 CAT,CHEMICAL,CAT,,,PERLENGKAPAN KAPAL - MESIN
TAKAL 1 TON,LAIN-LAIN TAKAL 1 TON,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - MESIN
TAKAL 2 TON,LAIN-LAIN TAKAL 2 TON,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - MESIN
TAKEL 1 TON,LAIN-LAIN TAKEL 1 TON,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - MESIN
TALANG AIR PVC KOTAK 200,LAIN-LAIN TALANG AIR PVC KOTAK 200,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - MESIN
TALENAN KAYU,LAIN-LAIN TALENAN KAYU,LAIN-LAIN,,,,BIAYA CONSUMABLES KAPAL
TALI BENDERA (POLYESTER) 7 MM,LAIN-LAIN TALI BENDERA POLYESTER 7 MM 7 MM,LAIN-LAIN,,7 MM,,PERLENGKAPAN KAPAL - DECK
TALI BENDERA (POLYESTER) 8 MM,LAIN-LAIN TALI BENDERA POLYESTER 8 MM 8 MM,LAIN-LAIN,,8 MM,,PERLENGKAPAN KAPAL - DECK
TALI BUANGAN 10 MM,LAIN-LAIN TALI BUANGAN 10 MM 10 MM,LAIN-LAIN,,10 MM,,PERLENGKAPAN KAPAL - DECK
TALI BUANGAN 8 MM,LAIN-LAIN TALI BUANGAN 8 MM 8 MM,LAIN-LAIN,,8 MM,,PERLENGKAPAN KAPAL - DECK
TALI BUANGAN 8 MM (MTR),LAIN-LAIN TALI BUANGAN 8 MM MTR 8 MM,LAIN-LAIN,,8 MM,,PERLENGKAPAN KAPAL - DECK
TALI KEMBEN / NYLON SELING 1T X 2 MTR,LAIN-LAIN TALI KEMBEN NYLON SELING 1T X 2 MTR 2 M,LAIN-LAIN,,2 M,,PERLENGKAPAN KAPAL - DECK
TALI KEMBEN / NYLON SELING 2T X 3 MTR,LAIN-LAIN TALI KEMBEN NYLON SELING 2T X 3 MTR 3 M,LAIN-LAIN,,3 M,,PERLENGKAPAN KAPAL - DECK
TALI KEMBEN / NYLON SELING 3T X 4 MTR,LAIN-LAIN TALI KEMBEN NYLON SELING 3T X 4 MTR 4 M,LAIN-LAIN,,4 M,,PERLENGKAPAN KAPAL - DECK
TALI KEMBEN / NYLON SELING 4T X 6 MTR,LAIN-LAIN TALI KEMBEN NYLON SELING 4T X 6 MTR 6 M,LAIN-LAIN,,6 M,,PERLENGKAPAN KAPAL - DECK
TALI KEMBEN / WEBBING NYLON 2 T X 6 MTR,LAIN-LAIN TALI KEMBEN WEBBING NYLON 2 T X 6 MTR 6 M,LAIN-LAIN,,6 M,,PERLENGKAPAN KAPAL - DECK
TALI KEMBEN / WEBBING SLING 2 TON,LAIN-LAIN TALI KEMBEN WEBBING SLING 2 TON,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TALI KEMBEN 3 TON PANJANG 2 METER,LAIN-LAIN TALI KEMBEN 3 TON PANJANG 2 METER 2 M,LAIN-LAIN,,2 M,,PERLENGKAPAN KAPAL - DECK
TALI LIFE BUOY,LAIN-LAIN TALI LIFE BUOY,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TALI LIFELINE,LAIN-LAIN TALI LIFELINE,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TALI MANILA 19 MM,LAIN-LAIN TALI ILA 19 MM 19 MM MAN,LAIN-LAIN,MAN,19 MM,,PERLENGKAPAN KAPAL - DECK
TALI MANILA 19 MM.,LAIN-LAIN TALI ILA 19 MM 19 MM MAN,LAIN-LAIN,MAN,19 MM,,PERLENGKAPAN KAPAL - DECK
TALI MANILA 4 MM,LAIN-LAIN TALI ILA 4 MM 4 MM MAN,LAIN-LAIN,MAN,4 MM,,PERLENGKAPAN KAPAL - DECK
TALI NILON 12 MM,LAIN-LAIN TALI NILON 12 MM 12 MM,LAIN-LAIN,,12 MM,,PERLENGKAPAN KAPAL - DECK
TALI PP 12 MM,LAIN-LAIN TALI PP 12 MM 12 MM,LAIN-LAIN,,12 MM,,PERLENGKAPAN KAPAL - DECK
TALI PP 16 MM ( ROLL ),LAIN-LAIN TALI PP 16 MM ROLL 16 MM,LAIN-LAIN,,16 MM,,PERLENGKAPAN KAPAL - DECK
TALI PP 18 MM (ROLL),LAIN-LAIN TALI PP 18 MM ROLL 18 MM,LAIN-LAIN,,18 MM,,PERLENGKAPAN KAPAL - DECK
TALI PP 22 MM,LAIN-LAIN TALI PP 22 MM 22 MM,LAIN-LAIN,,22 MM,,PERLENGKAPAN KAPAL - DECK
TALI PP 8 MM,LAIN-LAIN TALI PP 8 MM 8 MM,LAIN-LAIN,,8 MM,,PERLENGKAPAN KAPAL - DECK
TALI PP MONO 16 MM PUTIH,LAIN-LAIN TALI PP MONO 16 MM PUTIH 16 MM,LAIN-LAIN,,16 MM,,PERLENGKAPAN KAPAL - DECK
TALI RAFIA,LAIN-LAIN TALI RAFIA,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TALI SELING BAJA 10 MM,LAIN-LAIN TALI SELING BAJA 10 MM 10 MM,LAIN-LAIN,,10 MM,,PERLENGKAPAN KAPAL - DECK
TALI TAMBANG 12 MM,LAIN-LAIN TALI TAMBANG 12 MM 12 MM,LAIN-LAIN,,12 MM,,PERLENGKAPAN KAPAL - DECK
TALI TAMBANG 6 MM,LAIN-LAIN TALI TAMBANG 6 MM 6 MM,LAIN-LAIN,,6 MM,,PERLENGKAPAN KAPAL - DECK
TALI TANGGA PANDU (MTR),LAIN-LAIN TALI TANGGA PANDU MTR,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
"TALI TROSS / PP DIA 2""","LAIN-LAIN TALI TROSS PP DIA 2 2""",LAIN-LAIN,,"2""",,PERLENGKAPAN KAPAL - DECK
"TALI TROSS D=2-1/2"" (MTR)","LAIN-LAIN TALI TROSS D 2 1 2 MTR 2""",LAIN-LAIN,,"2""",,PERLENGKAPAN KAPAL - DECK
"TALI TROSS D=2-1/2"" (ROLL)","LAIN-LAIN TALI TROSS D 2 1 2 ROLL 2""",LAIN-LAIN,,"2""",,PERLENGKAPAN KAPAL - DECK
"TALI TROSS D=2""","LAIN-LAIN TALI TROSS D 2 2""",LAIN-LAIN,,"2""",,PERLENGKAPAN KAPAL - DECK
"TALI TROSS D=3"" (MTR)","LAIN-LAIN TALI TROSS D 3 MTR 3""",LAIN-LAIN,,"3""",,PERLENGKAPAN KAPAL - DECK
"TALI TROSS D=3"" (ROLL)","LAIN-LAIN TALI TROSS D 3 ROLL 3""",LAIN-LAIN,,"3""",,PERLENGKAPAN KAPAL - DECK
TALI VANBELT B-60,LAIN-LAIN TALI VANBELT B 60,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TALURIT 10 MM X 4 MTR,"LAIN-LAIN TALURIT 10 MM X 4 MTR 10 MM, 4 M",LAIN-LAIN,,"10 MM, 4 M",,PERLENGKAPAN KAPAL - DECK
TALURIT 16 MM X 4 MTR,"LAIN-LAIN TALURIT 16 MM X 4 MTR 16 MM, 4 M",LAIN-LAIN,,"16 MM, 4 M",,PERLENGKAPAN KAPAL - DECK
TALURIT 20 MM X 2 MTR,"LAIN-LAIN TALURIT 20 MM X 2 MTR 2 M, 20 MM",LAIN-LAIN,,"2 M, 20 MM",,PERLENGKAPAN KAPAL - DECK
TANDON AIR 1.100 LTR,LAIN-LAIN TANDON AIR 1 100 LTR 1.100 LTR,LAIN-LAIN,,1.100 LTR,,PERLENGKAPAN KAPAL - DECK
TANDON AIR 1000 LITER,LAIN-LAIN TANDON AIR 1000 LITER,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TANG AMPERE AC-DC KORISTU TYPE:2009R,LAIN-LAIN TANG AMPERE AC DC KORISTU TYPE 2009R,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TANG AMPERE DEKO 600 DC,LAIN-LAIN TANG AMPERE DEKO 600 DC,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TANG AMPERE DIGITAL,LAIN-LAIN TANG AMPERE DIGITAL,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TANG AMPERE DIGITAL 200A-400A 450V-600V,LAIN-LAIN TANG AMPERE DIGITAL 200A 400A 450V 600V,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TANG AMPERE DIGITAL 600 A,LAIN-LAIN TANG AMPERE DIGITAL 600 A,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TANG AMPERE DIGITAL MERK KORITSUE,LAIN-LAIN TANG AMPERE DIGITAL MERK KORITSUE,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TANG AMPERE KYORITSU 2007,LAIN-LAIN TANG AMPERE KYORITSU 2007,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TANG AMPERE KYORITSU 600 A,LAIN-LAIN TANG AMPERE KYORITSU 600 A,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
TANG BIASA,LAIN-LAIN TANG BIASA,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
"TANG BUAYA 10"" TEKIRO","LAIN-LAIN TANG BUAYA 10 TEKIRO 10""",LAIN-LAIN,,"10""",,PERLENGKAPAN KAPAL - DECK
"TANG BUAYA BENGKOK UK. 10"" TEKIRO","LAIN-LAIN TANG BUAYA BENGKOK UK 10 TEKIRO 10""",LAIN-LAIN,,"10""",,PERLENGKAPAN KAPAL - DECK
"TANG BUAYA LURUS 10"" TEKIRO","LAIN-LAIN TANG BUAYA LURUS 10 TEKIRO 10""",LAIN-LAIN,,"10""",,PERLENGKAPAN KAPAL - DECK
TANG CRIMPING KH-8 MERK LY-03C TANG PRESS SEKUN TYPE RING/Y UK 0.5-4MM,"FASTENER TANG CRIMPING KH 8 MERK LY 03C TANG PRESS SEKUN TYPE RING Y UK 0 5 4MM 4MM, 8 M",FASTENER,,"4MM, 8 M",,PERLENGKAPAN KAPAL - DECK
"TANG CUCUT 8"" TEKIRO","LAIN-LAIN TANG CUCUT 8 TEKIRO 8""",LAIN-LAIN,,"8""",,PERLENGKAPAN KAPAL - DECK
TANG FUSE PULLER,ELECTRICAL TANG FUSE PULLER,ELECTRICAL,,,,PERLENGKAPAN KAPAL - DECK
TANG GRIP,LAIN-LAIN TANG GRIP,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
"TANG JEPIT 10"" LURUS TEKIRO","LAIN-LAIN TANG JEPIT 10 LURUS TEKIRO 10""",LAIN-LAIN,,"10""",,PERLENGKAPAN KAPAL - DECK
"TANG JEPIT 10"" NICHOLSON","LAIN-LAIN TANG JEPIT 10 NICHOON 10"" LS",LAIN-LAIN,LS,"10""",,PERLENGKAPAN KAPAL - DECK
"TANG JEPIT BUAYA 10"" TEKIRO","LAIN-LAIN TANG JEPIT BUAYA 10 TEKIRO 10""",LAIN-LAIN,,"10""",,PERLENGKAPAN KAPAL - DECK
"TANG JEPIT KAKAK TUA 10""  TEKIRO","LAIN-LAIN TANG JEPIT KAKAK TUA 10 TEKIRO 10""",LAIN-LAIN,,"10""",,PERLENGKAPAN KAPAL - DECK
"TANG JEPIT KAKAK TUA 12""  TEKIRO","LAIN-LAIN TANG JEPIT KAKAK TUA 12 TEKIRO 12""",LAIN-LAIN,,"12""",,PERLENGKAPAN KAPAL - DECK
"TANG JEPIT KAKAK TUA 9""","LAIN-LAIN TANG JEPIT KAKAK TUA 9 9""",LAIN-LAIN,,"9""",,PERLENGKAPAN KAPAL - DECK
"TANG KOMBINASI 10"" YOKOHAMA","LAIN-LAIN TANG KOMBSI 10 YOKOHAMA 10"" INA",LAIN-LAIN,INA,"10""",,PERLENGKAPAN KAPAL - MESIN
"TANG KOMBINASI 6"" AMERICAN TOOL","TOOL TANG KOMBSI 6 AMERICAN TOOL 6"" INA",TOOL,INA,"6""",,PERLENGKAPAN KAPAL - DECK
"TANG KOMBINASI 6"" TEKIRO","LAIN-LAIN TANG KOMBSI 6 TEKIRO 6"" INA",LAIN-LAIN,INA,"6""",,PERLENGKAPAN KAPAL - DECK
"TANG KOMBINASI 7""  TEKIRO","LAIN-LAIN TANG KOMBSI 7 TEKIRO 7"" INA",LAIN-LAIN,INA,"7""",,PERLENGKAPAN KAPAL - DECK
"TANG KOMBINASI 8""","LAIN-LAIN TANG KOMBSI 8 8"" INA",LAIN-LAIN,INA,"8""",,PERLENGKAPAN KAPAL - DECK
"TANG KOMBINASI 8"" TEKIRO","LAIN-LAIN TANG KOMBSI 8 TEKIRO 8"" INA",LAIN-LAIN,INA,"8""",,PERLENGKAPAN KAPAL - DECK
"TANG KOMBINASI 8"" WIPRO","LAIN-LAIN TANG KOMBSI 8 WIPRO 8"" INA",LAIN-LAIN,INA,"8""",,PERLENGKAPAN KAPAL - MESIN
"TANG KOMBINASI 8"" YOKOHAMA","LAIN-LAIN TANG KOMBSI 8 YOKOHAMA 8"" INA",LAIN-LAIN,INA,"8""",,PERLENGKAPAN KAPAL - DECK
TANG KOMBINASI.,LAIN-LAIN TANG KOMBSI INA,LAIN-LAIN,INA,,,PERLENGKAPAN KAPAL - DECK
TANG KUPAS KABEL (CRIMPING TOOL),ELECTRICAL TANG KUPAS KABEL CRIMPING TOOL,ELECTRICAL,,,,PERLENGKAPAN KAPAL - DECK
TANG KUPAS KABEL TEKIRO Automatic Wire Stripper,ELECTRICAL TANG KUPAS KABEL TEKIRO AUTOMATIC WIRE STRIPPER,ELECTRICAL,,,,PERLENGKAPAN KAPAL - DECK
"TANG LANCIP 6"" TEKIRO","LAIN-LAIN TANG LANCIP 6 TEKIRO 6""",LAIN-LAIN,,"6""",,PERLENGKAPAN KAPAL - DECK
"TANG LANCIP 8"" TEKIRO","LAIN-LAIN TANG LANCIP 8 TEKIRO 8""",LAIN-LAIN,,"8""",,PERLENGKAPAN KAPAL - DECK
TANG LOCK GRIP PLIER 7 TEKIRO,LAIN-LAIN TANG LOCK GRIP PLIER 7 TEKIRO,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
